City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,Brigantine,39.4101,-74.3646,60.01,82,90,9.22,US,2021-10-28 21:48:00
274,Coihaique,-45.5752,-72.0662,62.55,42,75,11.5,CL,2021-10-28 21:48:01
275,Baruun-Urt,46.6806,113.2792,37.96,51,100,5.86,MN,2021-10-28 21:48:02
276,Ust-Tsilma,65.441,52.1498,18.37,86,15,8.03,RU,2021-10-28 21:48:03
277,Marzuq,14.4,46.4667,71.91,31,6,0.6,YE,2021-10-28 21:46:37
278,Ucluelet,48.9329,-125.5528,51.1,91,100,4.7,CA,2021-10-28 21:48:04
279,Torbay,47.6666,-52.7314,39.58,93,90,18.41,CA,2021-10-28 21:43:59
280,Nome,64.5011,-165.4064,19.47,73,75,4.61,US,2021-10-28 21:45:59
281,Riyadh,24.6877,46.7219,78.94,17,99,9.35,SA,2021-10-28 21:48:04
282,Hohhot,40.8106,111.6522,32.29,74,0,4.47,CN,2021-10-28 21:48:05
283,Ribeira Grande,38.5167,-28.7,69.28,92,90,26.96,PT,2021-10-28 21:47:58
284,Chase,50.8165,-119.6857,43.14,99,100,2.86,CA,2021-10-28 21:48:06
285,Banff,51.1762,-115.5698,44.91,65,99,6.91,CA,2021-10-28 21:45:28
286,Ambilobe,-13.2,49.05,73.15,91,65,1.61,MG,2021-10-28 21:48:06
287,Catamarca,-28.4696,-65.7852,95.05,31,16,8.99,AR,2021-10-28 21:48:07
288,Dashitou,43.3067,128.5114,31.87,77,0,2.64,CN,2021-10-28 21:48:07
289,Pangkalanbuun,-2.6833,111.6167,73.15,97,100,0.78,ID,2021-10-28 21:48:08
290,Hami,42.8,93.45,48.07,37,38,4.76,CN,2021-10-28 21:48:08
291,Eyl,7.9803,49.8164,75.99,71,42,8.43,SO,2021-10-28 21:48:09
292,Port Macquarie,-31.4333,152.9167,80.49,44,90,18.41,AU,2021-10-28 21:47:12
293,Lorengau,-2.0226,147.2712,83.88,72,91,6.55,PG,2021-10-28 21:48:09
294,Ginda,30.6945,78.4932,48.15,36,0,6.85,IN,2021-10-28 21:48:10
295,Kpandae,8.4689,-0.0113,77.59,80,85,4.29,GH,2021-10-28 21:48:10
296,Hofn,64.2539,-15.2082,43.61,88,100,14.27,IS,2021-10-28 21:48:11
297,Gasa,31.5,34.4667,73.38,44,88,2.35,PS,2021-10-28 21:48:11
298,Lysyanka,49.2523,30.8295,49.46,87,88,4.85,UA,2021-10-28 21:48:11
299,San Patricio,28.017,-97.5169,87.78,18,0,16.98,US,2021-10-28 21:47:57
300,Sola,-13.8833,167.55,84.87,79,75,0.0,VU,2021-10-28 21:48:12
301,Bafia,4.75,11.2333,69.8,95,49,1.21,CM,2021-10-28 21:48:13
302,Lagoa,39.05,-27.9833,67.78,82,94,20.78,PT,2021-10-28 21:46:51
303,Lasa,46.6166,10.7002,43.68,44,7,3.85,IT,2021-10-28 21:44:24
304,Yarada,17.65,83.2667,80.92,78,75,2.3,IN,2021-10-28 21:48:14
305,Novikovo,51.1537,37.8879,42.93,91,49,7.4,RU,2021-10-28 21:48:14
306,Kintinku,-5.8833,35.2333,76.73,44,34,4.94,TZ,2021-10-28 21:48:15
307,Vlagtwedde,53.0275,7.1083,52.95,87,5,10.4,NL,2021-10-28 21:48:15
308,Rotifunk,8.2333,-12.6833,74.95,96,99,2.17,SL,2021-10-28 21:48:16
309,Pouebo,-20.4,164.5667,77.99,71,19,8.97,NC,2021-10-28 21:48:16
310,Shenjiamen,29.9576,122.298,63.99,65,20,8.99,CN,2021-10-28 21:48:17
311,Takoradi,4.8845,-1.7554,78.62,85,51,4.34,GH,2021-10-28 21:48:17
312,Cabcab,13.6268,124.0515,80.82,78,33,12.03,PH,2021-10-28 21:49:18
313,Dekar,-21.5333,21.9333,68.4,70,75,2.77,BW,2021-10-28 21:49:18
314,Saint Anthony,45.0205,-93.218,49.3,92,90,3.0,US,2021-10-28 21:49:19
315,Ayagoz,47.9714,80.4392,41.02,92,57,7.45,KZ,2021-10-28 21:49:19
316,Artyom,40.4723,50.333,44.74,78,19,11.43,AZ,2021-10-28 21:49:20
317,Yulara,-25.2406,130.9889,64.24,25,47,9.22,AU,2021-10-28 21:44:45
318,Kidal,18.4411,1.4078,87.24,15,52,6.02,ML,2021-10-28 21:45:44
319,Dunedin,-45.8742,170.5036,58.8,83,75,11.01,NZ,2021-10-28 21:47:51
320,Benalla,-36.55,145.9833,56.98,72,54,15.7,AU,2021-10-28 21:49:22
321,Zhob,31.3411,69.4481,55.81,20,0,2.39,PK,2021-10-28 21:44:25
322,Padang,-0.9492,100.3543,78.21,79,100,3.33,ID,2021-10-28 21:49:24
323,Lavrentiya,65.5833,-171.0,16.97,83,100,6.89,RU,2021-10-28 21:49:24
324,Montecristo,8.2971,-74.4733,82.17,81,88,1.43,CO,2021-10-28 21:49:25
325,Santa Cruz,-17.8,-63.1667,93.25,40,20,14.97,BO,2021-10-28 21:49:12
326,Limbang,4.75,115.0,79.11,99,98,3.27,MY,2021-10-28 21:49:26
327,Komsomolskiy,40.4272,71.7189,48.92,61,40,2.3,UZ,2021-10-28 21:49:26
328,Teknaf,20.8624,92.3058,76.24,86,79,4.88,BD,2021-10-28 21:49:27
329,Guia De Isora,28.2115,-16.7795,67.12,68,34,5.82,ES,2021-10-28 21:49:27
330,Atikokan,48.7555,-91.6216,43.79,91,100,2.89,CA,2021-10-28 21:49:28
331,Comodoro Rivadavia,-45.8667,-67.5,71.46,28,0,16.11,AR,2021-10-28 21:49:28
332,Svetlogorsk,52.6333,29.7333,50.79,96,99,4.09,BY,2021-10-28 21:49:29
333,Satka,55.0425,59.04,33.51,90,100,10.85,RU,2021-10-28 21:49:30
334,Kattivakkam,13.2167,80.3167,77.09,84,90,7.4,IN,2021-10-28 21:49:30
335,Hobyo,5.3505,48.5268,79.43,77,6,5.5,SO,2021-10-28 21:49:31
336,Praia Da Vitoria,38.7333,-27.0667,69.76,88,20,23.76,PT,2021-10-28 21:49:31
337,Seoul,37.5683,126.9778,47.71,90,0,3.44,KR,2021-10-28 21:46:12
338,Constitucion,-35.3333,-72.4167,61.83,66,11,16.08,CL,2021-10-28 21:47:46
339,Carauari,-4.8828,-66.8958,76.41,92,89,2.48,BR,2021-10-28 21:49:13
340,Saeby,57.3319,10.5225,49.93,89,2,15.03,DK,2021-10-28 21:49:33
341,La Ronge,55.1001,-105.2842,48.45,43,1,9.22,CA,2021-10-28 21:48:23
342,Ovsyanka,55.9575,92.5519,16.77,62,66,4.38,RU,2021-10-28 21:49:34
343,Boa Vista,2.8197,-60.6733,91.38,46,20,5.75,BR,2021-10-28 21:49:34
344,Samana,19.2056,-69.3369,85.96,84,40,6.91,DO,2021-10-28 21:45:11
345,Kerrville,30.0474,-99.1403,76.01,26,1,5.01,US,2021-10-28 21:47:08
346,Pinawa,50.1489,-95.8811,48.69,82,91,5.66,CA,2021-10-28 21:47:06
347,Pangnirtung,66.1451,-65.7125,32.0,100,90,9.22,CA,2021-10-28 21:49:27
348,Krasnodon,48.2923,39.7373,48.38,67,100,8.3,UA,2021-10-28 21:49:36
349,Kavaratti,10.5669,72.642,80.26,79,100,4.18,IN,2021-10-28 21:49:36
350,Hambantota,6.1241,81.1185,75.54,100,40,3.44,LK,2021-10-28 21:49:37
351,Dakar,14.6937,-17.4441,81.48,89,100,4.61,SN,2021-10-28 21:48:06
352,Alcaniz,41.05,-0.1333,58.08,80,99,6.49,ES,2021-10-28 21:49:37
353,Los Llanos De Aridane,28.6585,-17.9182,65.95,81,0,1.99,ES,2021-10-28 21:47:45
354,Pisco,-13.7,-76.2167,68.05,73,0,21.85,PE,2021-10-28 21:44:52
355,Fairbanks,64.8378,-147.7164,28.22,89,75,0.0,US,2021-10-28 21:46:10
356,Daan,33.0558,106.2958,55.56,96,100,2.19,CN,2021-10-28 21:49:39
357,Kalemie,-5.9475,29.1947,73.11,56,20,1.92,CD,2021-10-28 21:49:40
358,Gisborne,-38.6533,178.0042,59.95,98,100,7.7,NZ,2021-10-28 21:49:40
359,Jardim,-21.4803,-56.1381,75.78,80,67,5.7,BR,2021-10-28 21:50:40
360,Okhotsk,59.3833,143.3,21.97,90,60,9.13,RU,2021-10-28 21:50:41
361,Eureka,40.8021,-124.1637,75.67,74,20,1.99,US,2021-10-28 21:46:42
362,Flin Flon,54.7682,-101.865,48.04,66,40,11.5,CA,2021-10-28 21:50:41
363,Walvis Bay,-22.9575,14.5053,61.09,82,71,2.3,NA,2021-10-28 21:50:42
364,Umea,63.8284,20.2597,41.92,100,90,3.44,SE,2021-10-28 21:50:42
365,Pangody,65.85,74.4859,25.0,95,100,17.25,RU,2021-10-28 21:50:43
366,Katsuura,35.1333,140.3,57.31,56,87,21.88,JP,2021-10-28 21:50:43
367,Biak,-0.9131,122.8766,76.89,80,60,0.78,ID,2021-10-28 21:50:44
368,Dire,12.2833,-10.9667,73.8,88,96,3.53,ML,2021-10-28 21:50:44
369,Buluang,13.3068,123.3425,75.34,92,52,4.03,PH,2021-10-28 21:50:45
370,Buga,3.9009,-76.2978,85.71,82,77,3.27,CO,2021-10-28 21:50:45
371,Sistranda,63.7256,8.834,51.91,93,100,4.41,NO,2021-10-28 21:50:45
372,Weihai,37.5017,122.1136,56.62,66,100,4.9,CN,2021-10-28 21:50:46
373,Mae Hong Son,19.3003,97.9685,71.31,93,99,1.83,TH,2021-10-28 21:50:47
374,Almirante,9.3,-82.4,83.89,76,99,3.42,PA,2021-10-28 21:50:47
375,Olinda,-8.0089,-34.8553,82.13,65,40,11.5,BR,2021-10-28 21:50:48
376,Cap Malheureux,-19.9842,57.6142,75.47,72,11,1.99,MU,2021-10-28 21:50:48
377,Devils Lake,48.1128,-98.8651,55.51,52,1,14.0,US,2021-10-28 21:48:18
378,Sabancuy,18.9667,-91.1833,84.79,80,31,6.44,MX,2021-10-28 21:50:49
379,Kolobrzeg,54.1757,15.5834,50.97,100,10,11.12,PL,2021-10-28 21:50:49
380,Loksa,59.5764,25.7214,53.92,89,100,16.53,EE,2021-10-28 21:50:49
381,La Baneza,42.3003,-5.8977,53.65,71,100,15.66,ES,2021-10-28 21:50:50
382,Hvolsvollur,63.7533,-20.2243,41.81,85,84,9.55,IS,2021-10-28 21:50:50
383,Sao Felix Do Xingu,-6.6447,-51.995,83.53,47,47,2.01,BR,2021-10-28 21:50:51
384,Dmitriyevka,54.75,55.3333,35.15,77,100,10.98,RU,2021-10-28 21:50:52
385,Bilibino,68.0546,166.4372,-20.51,97,13,3.44,RU,2021-10-28 21:50:53
386,La Rioja,42.25,-2.5,53.04,57,100,7.47,ES,2021-10-28 21:50:53
387,Sayyan,15.1718,44.3244,55.11,30,6,9.89,YE,2021-10-28 21:50:54
388,Ballina,-28.8667,153.5667,77.77,83,100,5.75,AU,2021-10-28 21:50:54
389,Lethem,3.3803,-59.7968,91.45,58,20,13.8,GY,2021-10-28 21:50:55
390,Volchansk,59.9378,60.081,21.92,60,32,15.99,RU,2021-10-28 21:50:55
391,Chara,56.9064,118.2631,18.14,78,76,5.88,RU,2021-10-28 21:50:56
392,Pozhva,59.0912,56.0847,22.32,82,96,13.0,RU,2021-10-28 21:50:56
393,Ribnitz-Damgarten,54.25,12.4667,53.11,69,6,10.13,DE,2021-10-28 21:50:56
394,Kieta,-6.2167,155.6333,83.62,70,68,3.27,PG,2021-10-28 21:50:57
395,Zhanakorgan,43.9098,67.2495,46.38,68,100,5.77,KZ,2021-10-28 21:50:58
396,Laem Sing,12.4816,102.0738,84.15,89,65,4.7,TH,2021-10-28 21:50:58
397,Vilhena,-12.7406,-60.1458,84.42,54,20,3.44,BR,2021-10-28 21:50:58
398,Sosua,19.7667,-70.5167,91.38,79,20,0.0,DO,2021-10-28 21:50:59
399,Mecca,21.4267,39.8261,80.71,53,57,5.84,SA,2021-10-28 21:50:59
400,Warmbad,-28.45,18.7333,64.78,48,0,6.53,NA,2021-10-28 21:51:00
401,Kamenka,51.3223,42.7678,44.24,94,100,8.59,RU,2021-10-28 21:51:00
402,Giyani,-23.3025,30.7187,64.45,70,6,8.16,ZA,2021-10-28 21:51:01
403,Sibolga,1.7427,98.7792,77.31,76,100,3.56,ID,2021-10-28 21:51:01
404,Semey,50.4111,80.2275,35.26,86,28,6.93,KZ,2021-10-28 21:51:02
405,Marawi,7.9986,124.2928,66.65,93,20,1.97,PH,2021-10-28 21:51:03
406,George Town,5.4112,100.3354,77.95,89,40,0.0,MY,2021-10-28 21:46:35
407,Champerico,14.3,-91.9167,88.34,76,16,7.65,GT,2021-10-28 21:51:04
408,Lithgow,-33.4833,150.15,69.48,52,76,17.6,AU,2021-10-28 21:52:04
409,Vung Tau,10.346,107.0843,80.28,82,75,13.04,VN,2021-10-28 21:52:05
410,Dingle,10.9995,122.6711,75.06,93,87,7.09,PH,2021-10-28 21:52:05
411,Ghiror,27.1833,78.8,67.82,55,0,0.11,IN,2021-10-28 21:52:06
412,Pyapon,16.2833,95.6833,75.06,95,49,6.51,MM,2021-10-28 21:48:36
413,Liaoyang,41.2719,123.1731,47.17,49,100,4.14,CN,2021-10-28 21:52:06
414,Kampene,-3.6,26.6667,68.18,99,100,2.06,CD,2021-10-28 21:52:07
415,Mabaruma,8.2,-59.7833,76.55,89,98,4.92,GY,2021-10-28 21:48:54
416,Diamantino,-14.4086,-56.4461,82.13,61,95,4.92,BR,2021-10-28 21:52:07
417,Quesnel,52.9999,-122.5029,43.3,61,90,4.61,CA,2021-10-28 21:50:23
418,Tsumeb,-19.2333,17.7167,67.55,58,12,8.05,NA,2021-10-28 21:52:08
419,Port-Gentil,-0.7193,8.7815,78.76,83,40,8.05,GA,2021-10-28 21:52:08
420,Porto Murtinho,-21.6989,-57.8825,87.31,47,23,7.38,BR,2021-10-28 21:52:09
421,Bismarck,46.8083,-100.7837,58.87,41,1,8.99,US,2021-10-28 21:52:01
422,Baracoa,20.3467,-74.4958,82.94,69,50,3.22,CU,2021-10-28 21:52:09
423,Maraba,-5.3686,-49.1178,84.38,84,0,1.14,BR,2021-10-28 21:52:10
424,Mahebourg,-20.4081,57.7,75.25,88,40,11.5,MU,2021-10-28 21:52:11
425,Hovd,48.0056,91.6419,33.64,55,29,4.03,MN,2021-10-28 21:52:11
426,Paamiut,61.994,-49.6678,33.31,72,100,15.95,GL,2021-10-28 21:47:53
427,Salinopolis,-0.6136,-47.3561,78.46,85,46,7.2,BR,2021-10-28 21:52:12
428,Pacific Grove,36.6177,-121.9166,85.3,60,1,3.0,US,2021-10-28 21:52:12
429,Sorong,-0.8833,131.25,80.62,82,92,9.73,ID,2021-10-28 21:52:12
430,Fortuna,40.5982,-124.1573,75.42,66,20,1.01,US,2021-10-28 21:52:13
431,Xai-Xai,-25.0519,33.6442,65.21,69,23,8.1,MZ,2021-10-28 21:52:13
432,Sur,22.5667,59.5289,77.02,67,0,2.15,OM,2021-10-28 21:52:14
433,Rio Do Sul,-27.2142,-49.6431,68.4,83,96,2.46,BR,2021-10-28 21:52:14
434,Tamandare,-8.7597,-35.1047,77.31,79,100,9.31,BR,2021-10-28 21:52:15
435,Albanel,48.8832,-72.4487,49.98,53,0,1.14,CA,2021-10-28 21:52:15
436,Vila Velha,-20.3297,-40.2925,76.95,78,20,8.05,BR,2021-10-28 21:51:59
437,Bowen,-20.0167,148.2333,73.62,62,3,9.53,AU,2021-10-28 21:52:16
438,Taoudenni,22.6783,-3.9836,85.35,30,97,6.17,ML,2021-10-28 21:52:16
439,Erenhot,43.6475,111.9767,43.72,47,100,9.69,CN,2021-10-28 21:52:17
440,Asau,46.4333,26.4,47.75,76,11,2.33,RO,2021-10-28 21:52:17
441,Maningrida,-12.0667,134.2667,84.07,68,81,3.74,AU,2021-10-28 21:52:18
442,Aksarka,66.5606,67.7975,23.22,97,100,9.64,RU,2021-10-28 21:52:18
443,Yagodnoye,62.55,149.6667,-1.7,97,48,5.21,RU,2021-10-28 21:52:19
444,Angoche,-16.2325,39.9086,75.34,70,12,16.22,MZ,2021-10-28 21:52:19
445,Ithaki,38.3642,20.7185,60.37,57,0,9.73,GR,2021-10-28 21:52:19
446,Beringovskiy,63.05,179.3167,6.24,85,24,6.29,RU,2021-10-28 21:49:07
447,Zhongxing,33.7039,118.6792,53.35,73,17,4.18,CN,2021-10-28 21:52:20
448,Rudbar,30.15,62.6,61.61,32,7,4.79,AF,2021-10-28 21:52:21
449,Noshiro,40.2039,140.0242,53.11,70,71,10.31,JP,2021-10-28 21:52:21
450,Augusto Correa,-1.0217,-46.635,76.41,86,92,3.29,BR,2021-10-28 21:52:21
451,Rawson,-43.3002,-65.1023,63.99,51,29,7.83,AR,2021-10-28 21:52:22
452,Tuscaloosa,33.2098,-87.5692,62.91,81,90,12.66,US,2021-10-28 21:51:46
453,Uyuni,-20.4597,-66.825,56.43,40,12,19.48,BO,2021-10-28 21:52:23
454,Sergeyevka,53.88,67.4158,35.6,64,63,15.77,KZ,2021-10-28 21:53:23
455,Cururupu,-1.8283,-44.8683,77.38,81,38,3.2,BR,2021-10-28 21:53:24
456,Lompoc,34.6391,-120.4579,91.71,25,1,11.5,US,2021-10-28 21:53:24
457,Baghdad,33.3406,44.4009,76.91,31,0,10.36,IQ,2021-10-28 21:51:00
458,Kosa,59.9445,54.9977,21.02,83,100,11.65,RU,2021-10-28 21:53:25
459,Cabedelo,-6.9811,-34.8339,81.27,73,73,15.1,BR,2021-10-28 21:53:25
460,Coahuayana,18.7333,-103.6833,86.77,67,18,5.32,MX,2021-10-28 21:53:26
461,Port Hedland,-20.3167,118.5667,68.05,88,3,5.75,AU,2021-10-28 21:53:26
462,Neyyattinkara,8.4,77.0833,76.86,88,99,1.81,IN,2021-10-28 21:53:26
463,Bandarbeyla,9.4942,50.8122,76.69,71,3,5.44,SO,2021-10-28 21:53:27
464,Vavoua,7.3819,-6.4778,72.01,96,78,3.31,CI,2021-10-28 21:53:27
465,Banepa,27.6298,85.5214,52.47,89,0,2.53,NP,2021-10-28 21:53:28
466,Yokadouma,3.5167,15.05,68.97,97,22,1.01,CM,2021-10-28 21:53:28
467,Whittlesea,-32.1759,26.8244,60.33,92,100,3.18,ZA,2021-10-28 21:53:29
468,Bara,10.3744,10.7288,79.61,29,4,1.48,NG,2021-10-28 21:53:29
469,Poya,-21.35,165.15,78.82,67,16,2.28,NC,2021-10-28 21:53:29
470,Tongliao,43.6125,122.2653,44.44,45,100,8.68,CN,2021-10-28 21:53:30
471,Port Hardy,50.6996,-127.4199,50.18,81,75,0.0,CA,2021-10-28 21:49:29
472,Saint-Francois,46.4154,3.9054,49.44,81,0,1.14,FR,2021-10-28 21:53:30
473,Birjand,32.8663,59.2211,45.07,26,0,6.91,IR,2021-10-28 21:50:14
474,Ishcherskaya,43.7153,45.1264,36.28,66,0,6.8,RU,2021-10-28 21:53:32
475,Lipin Bor,60.2622,37.9763,30.69,71,100,9.71,RU,2021-10-28 21:53:32
476,Echirolles,45.1333,5.7167,57.33,78,43,4.83,FR,2021-10-28 21:53:33
477,Sandy Bay,-42.913,147.3532,46.29,95,90,3.0,AU,2021-10-28 21:53:34
478,La Libertad,-2.2333,-80.9,74.86,78,40,14.97,EC,2021-10-28 21:53:34
479,Sioux Lookout,50.1001,-91.917,46.78,93,90,2.3,CA,2021-10-28 21:53:34
480,Goderich,43.7501,-81.7165,54.91,66,100,13.8,CA,2021-10-28 21:53:35
481,Narsaq,60.9167,-46.05,27.18,69,98,5.59,GL,2021-10-28 21:53:35
482,Sao Joao Da Barra,-21.6403,-41.0511,77.09,87,83,11.1,BR,2021-10-28 21:53:36
483,Vestmannaeyjar,63.4427,-20.2734,42.93,79,88,10.27,IS,2021-10-28 21:53:36
484,Igunga,-4.2833,33.8833,76.8,35,82,7.02,TZ,2021-10-28 21:53:36
485,Anadyr,64.75,177.4833,-3.5,84,0,8.95,RU,2021-10-28 21:53:37
486,Tazovskiy,67.4667,78.7,14.7,93,100,20.42,RU,2021-10-28 21:53:37
487,San Pedro,14.35,121.0167,79.36,79,75,0.0,PH,2021-10-28 21:53:38
488,Fethiye,36.6217,29.1164,58.87,55,0,4.38,TR,2021-10-28 21:53:38
489,Barcelona,41.3888,2.159,61.81,87,20,4.61,ES,2021-10-28 21:53:39
490,Kirakira,-10.4544,161.9205,85.98,69,32,9.53,SB,2021-10-28 21:53:40
491,Turukhansk,65.8167,87.9833,14.83,81,100,18.32,RU,2021-10-28 21:53:41
492,Poum,-20.2333,164.0167,76.35,77,4,9.22,NC,2021-10-28 21:53:41
493,Chisec,15.8167,-90.2833,89.83,92,56,1.68,GT,2021-10-28 21:53:42
494,Holland,42.7875,-86.1089,60.98,69,96,1.99,US,2021-10-28 21:51:08
495,Huancavelica,-12.7667,-74.9833,46.38,60,83,8.57,PE,2021-10-28 21:53:42
496,Olonets,60.9847,32.9698,41.23,94,100,10.2,RU,2021-10-28 21:53:43
497,Leningradskiy,69.3833,178.4167,4.33,90,100,7.09,RU,2021-10-28 21:53:43
498,Wanxian,30.8039,108.3897,62.89,85,100,2.06,CN,2021-10-28 21:53:44
499,Haines Junction,60.7522,-137.5108,35.55,51,91,1.14,CA,2021-10-28 21:53:44
500,Guilin,25.2819,110.2864,66.31,87,100,3.98,CN,2021-10-28 21:54:39
501,Amapa,1.0,-52.0,82.62,54,100,3.98,BR,2021-10-28 21:54:45
502,Pierre,44.3683,-100.351,62.28,34,0,1.99,US,2021-10-28 21:54:45
503,Montepuez,-13.1256,38.9997,72.91,53,88,8.14,MZ,2021-10-28 21:50:17
504,Fort Nelson,58.8053,-122.7002,36.99,65,75,10.36,CA,2021-10-28 21:54:46
505,Berezovyy,51.6667,135.7,31.51,82,16,3.33,RU,2021-10-28 21:54:46
506,Nelson Bay,-32.7167,152.15,78.78,65,100,1.99,AU,2021-10-28 21:54:47
507,Nurota,40.5614,65.6886,37.49,82,7,1.86,UZ,2021-10-28 21:54:47
508,Rivadavia,-33.1905,-68.4608,97.27,12,7,9.98,AR,2021-10-28 21:54:48
509,Lazaro Cardenas,17.9583,-102.2,83.66,69,3,5.57,MX,2021-10-28 21:54:48
510,Ptuj,46.4201,15.8702,41.72,93,90,2.3,SI,2021-10-28 21:54:49
511,Frontera,26.9333,-101.45,77.95,30,0,6.73,MX,2021-10-28 21:54:49
512,Mapulo,13.7317,121.1842,72.57,89,42,7.76,PH,2021-10-28 21:54:49
513,Yantzaza,-3.8278,-78.7594,74.19,96,40,0.81,EC,2021-10-28 21:54:50
514,Ossora,59.2353,163.0719,19.04,93,58,3.96,RU,2021-10-28 21:54:50
515,Jeremie,18.65,-74.1167,81.99,73,90,3.06,HT,2021-10-28 21:54:51
516,Pattoki,31.0167,73.85,67.95,34,0,2.37,PK,2021-10-28 21:54:51
517,Doka,13.5167,35.7667,76.06,60,11,5.23,SD,2021-10-28 21:54:52
518,Calvinia,-31.4707,19.776,57.78,76,18,6.35,ZA,2021-10-28 21:54:52
519,Nouakchott,18.0858,-15.9785,80.53,67,100,17.49,MR,2021-10-28 21:54:52
520,Arinos,-15.9169,-46.1056,80.56,31,18,3.18,BR,2021-10-28 21:54:53
521,Kaya,13.0917,-1.0844,87.57,35,81,6.51,BF,2021-10-28 21:54:53
522,Blackwater,-23.5833,148.8833,77.72,62,82,11.39,AU,2021-10-28 21:54:54
523,Guarapari,-20.6667,-40.4975,76.89,89,72,4.9,BR,2021-10-28 21:54:54
524,Deputatskiy,69.3,139.9,5.61,98,100,1.16,RU,2021-10-28 21:54:55
525,Kisanga,-7.4362,37.7034,75.27,76,2,4.23,TZ,2021-10-28 21:54:55
526,Hit,33.6416,42.8251,72.16,39,29,8.46,IQ,2021-10-28 21:54:56
527,Praia,14.9215,-23.5087,75.74,88,40,16.11,CV,2021-10-28 21:54:56
528,Broome,42.2506,-75.833,57.0,73,21,5.1,US,2021-10-28 21:54:57
529,Rabo De Peixe,37.8,-25.5833,69.31,78,20,13.8,PT,2021-10-28 21:54:57
530,Chumikan,54.7183,135.315,35.35,75,65,18.1,RU,2021-10-28 21:54:57
531,Hope,33.6671,-93.5916,62.08,68,100,18.32,US,2021-10-28 21:54:58
532,Miandrivazo,-19.5167,45.4667,73.76,75,0,5.64,MG,2021-10-28 21:54:58
533,Puerto Madero,14.7208,-92.4215,88.0,74,75,11.5,MX,2021-10-28 21:54:59
534,Betsiamites,48.9413,-68.646,44.69,74,0,5.03,CA,2021-10-28 21:54:59
535,Soyo,-6.1349,12.3689,76.66,80,10,7.94,AO,2021-10-28 21:55:00
536,Dolores,-36.3132,-57.6792,70.79,70,98,8.9,AR,2021-10-28 21:55:00
537,Ahuimanu,21.4447,-157.8378,81.54,78,98,8.81,US,2021-10-28 21:55:01
538,Nador,35.174,-2.9287,61.05,82,0,1.14,MA,2021-10-28 21:51:04
539,Sambava,-14.2667,50.1667,73.92,85,61,5.55,MG,2021-10-28 21:55:02
540,Tepelene,40.2958,20.0192,53.19,67,4,4.63,AL,2021-10-28 21:55:03
541,San Policarpo,12.1791,125.5072,79.41,82,97,5.88,PH,2021-10-28 21:55:03
542,Angren,41.0167,70.1436,43.2,95,97,2.1,UZ,2021-10-28 21:55:04
543,Xinzhi,36.4989,111.7047,54.81,74,78,2.75,CN,2021-10-28 21:55:05
544,Itoman,26.1247,127.6694,69.82,62,20,5.75,JP,2021-10-28 21:55:06
545,Eskisehir,39.7767,30.5206,43.27,93,12,4.68,TR,2021-10-28 21:55:06
546,Santa Rosa,14.3122,121.1114,80.11,76,46,12.24,PH,2021-10-28 21:55:07
547,Vao,-22.6667,167.4833,71.19,69,0,12.95,NC,2021-10-28 21:56:07
